Datum,Produkt,Verkaufte Menge,Einnahmen (EUR)
2024-12-29,Gurke,25,20.0
2024-12-25,Apfel,2,1.0
2024-12-19,Tomate,12,8.4
2024-12-19,Banane,47,14.1
2025-01-10,Karotte,15,6.0
2024-12-22,Apfel,5,2.5
2024-12-31,Paprika,46,46.0
2024-12-28,Karotte,5,2.0
2024-12-23,Tomate,13,9.1
2025-01-01,Karotte,41,16.4
2025-01-08,Karotte,24,9.6
2024-12-18,Banane,26,7.8
2024-12-27,Tomate,48,33.6
2025-01-04,Karotte,25,10.0
2025-01-08,Paprika,20,20.0
2025-01-05,Banane,38,11.4
2024-12-31,Zitrone,6,3.6
2025-01-02,Karotte,29,11.6
2024-12-15,Zitrone,8,4.8
2024-12-28,Karotte,27,10.8
2025-01-04,Orange,21,13.65
2024-12-23,Banane,22,6.6
2024-12-31,Apfel,1,0.5
2025-01-11,Orange,2,1.3
2025-01-06,Tomate,6,4.2
2024-12-27,Karotte,42,16.8
2025-01-09,Tomate,33,23.1
2025-01-12,Zitrone,31,18.6
2024-12-31,Paprika,23,23.0
2024-12-16,Zitrone,20,12.0
2024-12-28,Zitrone,22,13.2
2025-01-12,Paprika,4,4.0
2024-12-19,Paprika,19,19.0
2024-12-29,Banane,1,0.3
2025-01-12,Orange,5,3.25
2024-12-31,Zitrone,27,16.2
2024-12-22,Tomate,10,7.0
2024-12-15,Apfel,8,4.0
2024-12-31,Tomate,45,31.5
2024-12-16,Paprika,42,42.0
2024-12-15,Gurke,36,28.8
2024-12-18,Orange,15,9.75
2024-12-19,Orange,26,16.9
2024-12-24,Zitrone,31,18.6
2025-01-02,Zitrone,44,26.4
2024-12-25,Paprika,9,9.0
2025-01-10,Karotte,16,6.4
2025-01-02,Zitrone,44,26.4
2024-12-28,Tomate,31,21.7
2025-01-04,Paprika,21,21.0
2024-12-29,Apfel,44,22.0
2024-12-25,Apfel,14,7.0
2024-12-21,Banane,30,9.0
2025-01-12,Orange,47,30.55
2024-12-16,Paprika,20,20.0
2024-12-16,Orange,33,21.45
2025-01-07,Orange,24,15.6
2024-12-31,Tomate,3,2.1
2024-12-31,Paprika,36,36.0
2024-12-14,Gurke,27,21.6
2025-01-04,Orange,35,22.75
2024-12-30,Banane,43,12.9
2025-01-06,Karotte,45,18.0
2024-12-22,Zitrone,20,12.0
2024-12-23,Orange,5,3.25
2025-01-10,Tomate,35,24.5
2024-12-26,Banane,7,2.1
2025-01-11,Gurke,17,13.6
2024-12-29,Paprika,26,26.0
2025-01-05,Banane,44,13.2
2025-01-10,Tomate,15,10.5
2024-12-18,Orange,27,17.55
2024-12-23,Paprika,35,35.0
2025-01-07,Zitrone,15,9.0
2024-12-27,Paprika,43,43.0
2024-12-25,Zitrone,25,15.0
2025-01-07,Banane,15,4.5
2025-01-11,Paprika,25,25.0
2024-12-21,Orange,17,11.05
2025-01-11,Tomate,30,21.0
2025-01-11,Gurke,41,32.8
2024-12-25,Banane,27,8.1
2025-01-08,Paprika,15,15.0
2025-01-02,Apfel,42,21.0
2024-12-15,Paprika,30,30.0
2025-01-10,Banane,35,10.5
2024-12-30,Paprika,6,6.0
2024-12-27,Banane,31,9.3
2024-12-20,Orange,6,3.9
2024-12-30,Zitrone,40,24.0
2025-01-02,Gurke,16,12.8
2024-12-16,Tomate,33,23.1
2024-12-26,Zitrone,20,12.0
2025-01-11,Karotte,25,10.0
2025-01-07,Gurke,1,0.8
2025-01-12,Apfel,14,7.0
2024-12-30,Orange,33,21.45
2024-12-18,Zitrone,22,13.2
2025-01-03,Banane,6,1.8
2024-12-29,Gurke,22,17.6
2024-12-18,Paprika,49,49.0
2024-12-23,Apfel,25,12.5
2024-12-18,Karotte,5,2.0
2025-01-03,Tomate,33,23.1
2024-12-27,Apfel,20,10.0
2024-12-25,Apfel,27,13.5
2024-12-26,Karotte,46,18.4
2024-12-16,Banane,50,15.0
2025-01-05,Gurke,41,32.8
2024-12-27,Banane,5,1.5
2025-01-05,Banane,27,8.1
2024-12-28,Karotte,22,8.8
2025-01-05,Paprika,28,28.0
2024-12-23,Tomate,23,16.1
2024-12-22,Tomate,48,33.6
2025-01-08,Apfel,45,22.5
2025-01-05,Gurke,43,34.4
2024-12-26,Apfel,9,4.5
2024-12-14,Paprika,42,42.0
2025-01-07,Gurke,7,5.6
2024-12-23,Banane,40,12.0
2024-12-19,Apfel,25,12.5
2025-01-08,Orange,6,3.9
2024-12-17,Paprika,34,34.0
2024-12-27,Karotte,21,8.4
2025-01-04,Orange,50,32.5
2024-12-28,Tomate,36,25.2
2024-12-22,Zitrone,42,25.2
2024-12-24,Apfel,4,2.0
2024-12-17,Gurke,42,33.6
2025-01-05,Paprika,1,1.0
2025-01-07,Zitrone,18,10.8
2025-01-05,Gurke,48,38.4
2025-01-04,Zitrone,31,18.6
2025-01-10,Tomate,17,11.9
2025-01-09,Zitrone,17,10.2
2024-12-28,Zitrone,6,3.6
2024-12-31,Banane,29,8.7
2024-12-16,Tomate,15,10.5
2025-01-06,Gurke,27,21.6
2025-01-01,Paprika,41,41.0
2024-12-18,Karotte,36,14.4
2025-01-08,Karotte,39,15.6
2025-01-02,Gurke,34,27.2
2024-12-26,Banane,46,13.8
2025-01-12,Apfel,26,13.0
2024-12-24,Orange,19,12.35
2024-12-31,Gurke,31,24.8
2024-12-20,Karotte,35,14.0
2025-01-07,Paprika,32,32.0
2024-12-14,Apfel,7,3.5
2025-01-04,Banane,15,4.5
2025-01-11,Apfel,35,17.5
2025-01-02,Gurke,24,19.2
2025-01-03,Banane,36,10.8
2025-01-05,Karotte,14,5.6
2025-01-07,Gurke,37,29.6
2025-01-01,Karotte,32,12.8
2025-01-08,Orange,16,10.4
2025-01-05,Orange,17,11.05
2025-01-11,Karotte,31,12.4
2025-01-12,Apfel,15,7.5
2024-12-25,Banane,18,5.4
2024-12-29,Tomate,48,33.6
2024-12-29,Zitrone,9,5.4
2024-12-29,Gurke,27,21.6
2024-12-23,Apfel,50,25.0
2025-01-08,Tomate,21,14.7
2024-12-23,Tomate,23,16.1
2025-01-08,Orange,50,32.5
2024-12-21,Zitrone,12,7.2
2024-12-19,Tomate,14,9.8
2025-01-04,Tomate,43,30.1
2025-01-05,Gurke,34,27.2
2024-12-31,Banane,22,6.6
2024-12-29,Karotte,5,2.0
2025-01-06,Karotte,2,0.8
2024-12-31,Zitrone,14,8.4
2024-12-16,Banane,21,6.3
2025-01-11,Apfel,49,24.5
2024-12-26,Zitrone,42,25.2
2024-12-21,Zitrone,33,19.8
2024-12-29,Paprika,16,16.0
2025-01-01,Paprika,32,32.0
2024-12-15,Gurke,7,5.6
2025-01-07,Banane,37,11.1
2025-01-05,Apfel,10,5.0
2024-12-31,Apfel,22,11.0
2024-12-26,Paprika,3,3.0
2025-01-01,Karotte,31,12.4
2025-01-09,Banane,23,6.9
2024-12-17,Paprika,17,17.0
2025-01-01,Banane,21,6.3
2024-12-20,Banane,12,3.6
2024-12-14,Tomate,28,19.6
2025-01-11,Zitrone,45,27.0
2024-12-30,Banane,27,8.1
2025-01-08,Tomate,19,13.3
2024-12-28,Paprika,41,41.0
2024-12-27,Orange,23,14.95
2024-12-21,Banane,43,12.9
2024-12-29,Zitrone,39,23.4
2024-12-23,Tomate,30,21.0
2024-12-15,Zitrone,44,26.4
2025-01-12,Zitrone,6,3.6
2024-12-19,Zitrone,20,12.0
2024-12-17,Karotte,9,3.6
2025-01-03,Tomate,15,10.5
2024-12-19,Orange,49,31.85
2025-01-12,Zitrone,49,29.4
2025-01-12,Tomate,31,21.7
2025-01-01,Karotte,19,7.6
2025-01-07,Zitrone,25,15.0
2024-12-14,Zitrone,36,21.6
2024-12-31,Gurke,20,16.0
2025-01-02,Zitrone,9,5.4
2025-01-10,Karotte,38,15.2
2025-01-06,Banane,11,3.3
2025-01-02,Karotte,31,12.4
2024-12-30,Zitrone,42,25.2
2024-12-22,Paprika,20,20.0
2024-12-29,Zitrone,12,7.2
2024-12-25,Banane,41,12.3
2024-12-23,Karotte,45,18.0
2024-12-30,Paprika,7,7.0
2025-01-09,Apfel,17,8.5
2025-01-09,Karotte,7,2.8
2025-01-07,Paprika,14,14.0
2024-12-28,Karotte,29,11.6
2024-12-21,Karotte,16,6.4
2024-12-27,Karotte,25,10.0
2025-01-12,Karotte,17,6.8
2024-12-21,Zitrone,42,25.2
2024-12-14,Karotte,26,10.4
2024-12-20,Banane,26,7.8
2024-12-24,Zitrone,23,13.8
2024-12-21,Zitrone,20,12.0
2024-12-30,Orange,37,24.05
2025-01-11,Tomate,31,21.7
2024-12-19,Apfel,29,14.5
2025-01-12,Apfel,5,2.5
2024-12-15,Banane,23,6.9
2024-12-29,Banane,12,3.6
2025-01-11,Zitrone,16,9.6
2025-01-12,Paprika,4,4.0
2025-01-10,Tomate,5,3.5
2024-12-16,Gurke,45,36.0
2025-01-10,Apfel,11,5.5
2025-01-07,Orange,17,11.05
2024-12-22,Paprika,18,18.0
2025-01-09,Apfel,24,12.0
2024-12-24,Apfel,36,18.0
2025-01-04,Tomate,17,11.9
2024-12-20,Gurke,1,0.8
2024-12-24,Banane,27,8.1
2025-01-02,Banane,21,6.3
2024-12-24,Paprika,46,46.0
2024-12-28,Tomate,12,8.4
2025-01-07,Paprika,1,1.0
2025-01-07,Paprika,10,10.0
2024-12-17,Banane,33,9.9
2025-01-06,Karotte,12,4.8
2025-01-08,Zitrone,50,30.0
2025-01-11,Gurke,31,24.8
2025-01-09,Banane,45,13.5
2025-01-03,Gurke,37,29.6
2025-01-08,Banane,44,13.2
2024-12-22,Orange,1,0.65
2024-12-30,Banane,19,5.7
2024-12-25,Tomate,43,30.1
2025-01-04,Banane,41,12.3
2024-12-24,Zitrone,50,30.0
2024-12-30,Karotte,45,18.0
2024-12-17,Orange,36,23.4
2024-12-26,Banane,48,14.4
2024-12-23,Orange,23,14.95
2025-01-04,Karotte,45,18.0
2024-12-20,Zitrone,12,7.2
2024-12-21,Karotte,45,18.0
2024-12-24,Banane,11,3.3
2024-12-31,Gurke,3,2.4
2024-12-23,Gurke,23,18.4
2024-12-24,Zitrone,10,6.0
2024-12-30,Apfel,8,4.0
2025-01-12,Orange,45,29.25
2024-12-21,Gurke,21,16.8
2024-12-28,Karotte,34,13.6
2025-01-10,Karotte,12,4.8
2025-01-11,Zitrone,17,10.2
2024-12-29,Orange,36,23.4
2025-01-04,Apfel,25,12.5
2024-12-31,Karotte,37,14.8
2024-12-17,Banane,46,13.8
2025-01-04,Karotte,45,18.0
2025-01-02,Karotte,5,2.0
2024-12-23,Zitrone,23,13.8
2025-01-03,Gurke,10,8.0
2024-12-14,Zitrone,5,3.0
2025-01-07,Paprika,10,10.0
2025-01-03,Karotte,39,15.6
2024-12-20,Apfel,26,13.0
2025-01-06,Karotte,45,18.0
2024-12-18,Karotte,18,7.2
2025-01-09,Gurke,25,20.0
2024-12-17,Tomate,42,29.4
2024-12-31,Banane,16,4.8
2024-12-29,Karotte,38,15.2
2024-12-26,Zitrone,16,9.6
2024-12-28,Apfel,22,11.0
2024-12-22,Gurke,42,33.6
2024-12-23,Apfel,7,3.5
2025-01-04,Zitrone,48,28.8
2025-01-04,Apfel,16,8.0
2025-01-02,Zitrone,15,9.0
2024-12-22,Tomate,12,8.4
2024-12-20,Karotte,16,6.4
2025-01-10,Paprika,17,17.0
2024-12-15,Gurke,20,16.0
2025-01-04,Karotte,32,12.8
2024-12-18,Banane,34,10.2
2024-12-29,Apfel,50,25.0
2024-12-21,Apfel,38,19.0
2025-01-07,Gurke,34,27.2
2025-01-03,Paprika,40,40.0
2025-01-01,Tomate,9,6.3
2024-12-21,Orange,47,30.55
2025-01-08,Zitrone,15,9.0
2024-12-31,Zitrone,25,15.0
2024-12-28,Paprika,24,24.0
2025-01-02,Orange,45,29.25
2024-12-23,Banane,38,11.4
2025-01-04,Zitrone,38,22.8
2024-12-27,Orange,7,4.55
2024-12-15,Banane,1,0.3
2025-01-03,Zitrone,36,21.6
2025-01-12,Gurke,42,33.6
2024-12-15,Tomate,39,27.3
2025-01-04,Karotte,4,1.6
2024-12-31,Orange,2,1.3
2025-01-12,Banane,49,14.7
2024-12-31,Zitrone,47,28.2
2024-12-24,Orange,40,26.0
2025-01-08,Karotte,6,2.4
2025-01-07,Zitrone,46,27.6
2025-01-07,Apfel,15,7.5
2024-12-29,Banane,12,3.6
2025-01-06,Karotte,17,6.8
2024-12-15,Zitrone,40,24.0
2024-12-26,Tomate,5,3.5
2025-01-10,Apfel,9,4.5
2025-01-06,Orange,4,2.6
2025-01-03,Orange,27,17.55
2024-12-29,Tomate,29,20.3
2024-12-15,Karotte,17,6.8
2024-12-27,Zitrone,42,25.2
2024-12-31,Orange,16,10.4
2024-12-28,Orange,37,24.05
2024-12-23,Banane,35,10.5
2025-01-02,Orange,6,3.9
2025-01-03,Orange,37,24.05
2025-01-11,Banane,16,4.8
2024-12-30,Banane,48,14.4
2024-12-23,Apfel,20,10.0
2025-01-06,Gurke,31,24.8
2024-12-29,Karotte,6,2.4
2024-12-27,Tomate,31,21.7
2024-12-28,Apfel,23,11.5
2025-01-09,Karotte,3,1.2
2024-12-15,Zitrone,28,16.8
2025-01-10,Tomate,21,14.7
2025-01-11,Apfel,9,4.5
2024-12-25,Banane,50,15.0
2025-01-01,Gurke,5,4.0
2024-12-15,Orange,44,28.6
2025-01-03,Karotte,41,16.4
2024-12-30,Banane,40,12.0
2024-12-18,Gurke,14,11.2
2024-12-23,Apfel,40,20.0
2024-12-17,Banane,14,4.2
2024-12-24,Paprika,41,41.0
2025-01-07,Gurke,25,20.0
2024-12-14,Orange,15,9.75
2024-12-24,Apfel,40,20.0
2024-12-21,Orange,7,4.55
2025-01-08,Paprika,44,44.0
2025-01-01,Banane,41,12.3
2024-12-21,Paprika,49,49.0
2024-12-21,Orange,24,15.6
2024-12-24,Apfel,27,13.5
2024-12-24,Banane,29,8.7
2024-12-18,Karotte,18,7.2
2024-12-24,Zitrone,30,18.0
2025-01-09,Banane,10,3.0
2024-12-31,Apfel,5,2.5
2025-01-10,Zitrone,17,10.2
2025-01-03,Gurke,25,20.0
2024-12-27,Karotte,31,12.4
2025-01-07,Gurke,30,24.0
2025-01-12,Tomate,12,8.4
2024-12-14,Paprika,8,8.0
2025-01-06,Gurke,38,30.4
2025-01-03,Zitrone,11,6.6
2024-12-26,Banane,33,9.9
2025-01-07,Paprika,26,26.0
2024-12-17,Paprika,21,21.0
2024-12-28,Orange,8,5.2
2024-12-31,Orange,20,13.0
2025-01-08,Apfel,12,6.0
2025-01-01,Orange,22,14.3
2025-01-12,Gurke,17,13.6
2024-12-27,Apfel,1,0.5
2024-12-29,Orange,18,11.7
2025-01-12,Banane,32,9.6
2024-12-16,Banane,32,9.6
2025-01-01,Banane,46,13.8
2024-12-24,Orange,18,11.7
2024-12-18,Zitrone,34,20.4
2024-12-28,Orange,34,22.1
2025-01-05,Orange,27,17.55
2024-12-16,Banane,33,9.9
2025-01-04,Karotte,23,9.2
2024-12-24,Tomate,24,16.8
2025-01-11,Karotte,1,0.4
2024-12-29,Tomate,18,12.6
2024-12-29,Tomate,41,28.7
2025-01-04,Tomate,1,0.7
2025-01-12,Zitrone,40,24.0
2024-12-18,Orange,18,11.7
2025-01-06,Orange,31,20.15
2024-12-20,Banane,2,0.6
2024-12-16,Banane,12,3.6
2025-01-12,Karotte,35,14.0
2024-12-24,Orange,46,29.9
2024-12-21,Zitrone,18,10.8
2025-01-02,Paprika,12,12.0
2025-01-07,Banane,32,9.6
2024-12-31,Paprika,15,15.0
2024-12-17,Apfel,16,8.0
2024-12-21,Zitrone,27,16.2
2024-12-27,Zitrone,26,15.6
2025-01-06,Gurke,36,28.8
2024-12-28,Tomate,37,25.9
2024-12-15,Karotte,40,16.0
2024-12-22,Orange,15,9.75
2024-12-27,Gurke,2,1.6
2024-12-24,Apfel,48,24.0
2024-12-29,Orange,25,16.25
2024-12-17,Gurke,30,24.0
2024-12-14,Gurke,28,22.4
2024-12-20,Orange,10,6.5
2024-12-29,Tomate,3,2.1
2024-12-31,Tomate,28,19.6
2025-01-11,Zitrone,11,6.6
2025-01-06,Gurke,41,32.8
2024-12-23,Apfel,16,8.0
2024-12-27,Zitrone,31,18.6
2025-01-07,Banane,22,6.6
2025-01-12,Orange,15,9.75
2025-01-12,Zitrone,9,5.4
2024-12-17,Tomate,8,5.6
2025-01-12,Gurke,4,3.2
2025-01-09,Apfel,41,20.5
2024-12-21,Apfel,28,14.0
2025-01-09,Zitrone,19,11.4
2025-01-09,Zitrone,22,13.2
2024-12-18,Gurke,21,16.8
2024-12-17,Gurke,41,32.8
2024-12-15,Paprika,13,13.0
2025-01-02,Zitrone,5,3.0
2024-12-27,Karotte,28,11.2
2025-01-05,Banane,28,8.4
2024-12-17,Orange,27,17.55
2024-12-29,Apfel,13,6.5
2024-12-14,Karotte,34,13.6
2024-12-14,Apfel,47,23.5
2025-01-05,Gurke,40,32.0
2024-12-31,Gurke,2,1.6
2024-12-15,Orange,34,22.1
2024-12-14,Apfel,19,9.5
2025-01-04,Orange,33,21.45
2024-12-15,Karotte,25,10.0
2024-12-17,Orange,23,14.95
2025-01-04,Paprika,43,43.0
2024-12-28,Banane,4,1.2
2024-12-20,Gurke,32,25.6
2025-01-12,Paprika,6,6.0
2025-01-03,Karotte,19,7.6
2025-01-11,Banane,29,8.7
2025-01-10,Gurke,5,4.0
2025-01-07,Karotte,25,10.0
2024-12-23,Orange,3,1.95
2024-12-15,Banane,47,14.1
2025-01-02,Karotte,43,17.2
2024-12-21,Karotte,23,9.2
2024-12-24,Gurke,9,7.2
2024-12-15,Apfel,5,2.5
2024-12-19,Gurke,33,26.4
2025-01-12,Gurke,31,24.8
2024-12-20,Apfel,45,22.5
2024-12-18,Orange,14,9.1
2024-12-30,Paprika,33,33.0
2024-12-23,Tomate,9,6.3
2025-01-06,Karotte,22,8.8
2024-12-27,Banane,38,11.4
2025-01-09,Orange,29,18.85
2025-01-07,Zitrone,43,25.8
2025-01-10,Tomate,8,5.6
2025-01-09,Orange,26,16.9
2025-01-06,Gurke,42,33.6
2025-01-11,Orange,6,3.9
2024-12-30,Orange,17,11.05
2025-01-03,Karotte,4,1.6
2025-01-02,Paprika,9,9.0
2025-01-01,Orange,49,31.85
2025-01-11,Paprika,42,42.0
2025-01-01,Paprika,47,47.0
2024-12-19,Paprika,29,29.0
2024-12-14,Banane,33,9.9
2024-12-15,Banane,38,11.4
2024-12-30,Tomate,1,0.7
2024-12-14,Banane,25,7.5
2025-01-05,Gurke,41,32.8
2024-12-17,Paprika,17,17.0
2024-12-14,Orange,9,5.85
2024-12-31,Orange,26,16.9
2024-12-19,Tomate,45,31.5
2025-01-03,Zitrone,20,12.0
2024-12-19,Orange,32,20.8
2024-12-17,Gurke,28,22.4
2024-12-23,Apfel,4,2.0
2025-01-10,Paprika,27,27.0
2025-01-03,Apfel,34,17.0
2024-12-14,Karotte,38,15.2
2024-12-22,Gurke,34,27.2
2024-12-25,Gurke,12,9.6
2024-12-18,Banane,37,11.1
2024-12-16,Karotte,1,0.4
2024-12-16,Tomate,38,26.6
2025-01-10,Banane,41,12.3
2024-12-20,Zitrone,38,22.8
2025-01-08,Gurke,20,16.0
2024-12-21,Orange,44,28.6
2025-01-02,Orange,21,13.65
2025-01-12,Banane,6,1.8
2024-12-18,Orange,49,31.85
2025-01-12,Paprika,16,16.0
2024-12-31,Banane,39,11.7
2024-12-21,Banane,13,3.9
2024-12-25,Paprika,11,11.0
2024-12-23,Tomate,8,5.6
2024-12-20,Paprika,32,32.0
2025-01-09,Orange,46,29.9
2025-01-10,Karotte,47,18.8
2024-12-19,Apfel,16,8.0
2024-12-31,Zitrone,38,22.8
2025-01-04,Zitrone,8,4.8
2025-01-02,Karotte,6,2.4
2024-12-31,Gurke,44,35.2
2025-01-07,Banane,41,12.3
2024-12-24,Orange,12,7.8
2025-01-12,Karotte,32,12.8
2025-01-08,Apfel,42,21.0
2024-12-17,Gurke,29,23.2
2024-12-20,Apfel,17,8.5
2024-12-15,Zitrone,17,10.2
2025-01-12,Banane,50,15.0
2025-01-10,Paprika,6,6.0
2024-12-31,Paprika,32,32.0
2025-01-07,Gurke,16,12.8
2025-01-11,Banane,39,11.7
2024-12-22,Banane,46,13.8
2024-12-31,Tomate,1,0.7
2024-12-20,Karotte,25,10.0
2024-12-16,Apfel,18,9.0
2025-01-01,Apfel,47,23.5
2025-01-10,Banane,18,5.4
2024-12-20,Orange,30,19.5
2024-12-23,Apfel,4,2.0
2024-12-28,Tomate,15,10.5
2024-12-24,Zitrone,43,25.8
2025-01-09,Gurke,18,14.4
2024-12-19,Karotte,49,19.6
2024-12-22,Karotte,14,5.6
2025-01-11,Orange,47,30.55
2024-12-18,Orange,16,10.4
2024-12-18,Paprika,18,18.0
2024-12-21,Banane,31,9.3
2025-01-01,Gurke,13,10.4
2025-01-06,Karotte,32,12.8
2024-12-16,Apfel,8,4.0
2024-12-20,Zitrone,4,2.4
2024-12-17,Paprika,28,28.0
2025-01-05,Paprika,39,39.0
2025-01-09,Banane,5,1.5
2025-01-06,Banane,26,7.8
2025-01-02,Zitrone,1,0.6
2025-01-11,Paprika,23,23.0
2024-12-21,Paprika,45,45.0
2024-12-23,Karotte,36,14.4
2024-12-17,Apfel,46,23.0
2025-01-05,Paprika,4,4.0
2025-01-02,Paprika,18,18.0
2024-12-25,Tomate,33,23.1
2024-12-19,Karotte,17,6.8
2024-12-17,Apfel,50,25.0
2025-01-07,Zitrone,24,14.4
2024-12-15,Gurke,5,4.0
2024-12-26,Gurke,5,4.0
2025-01-04,Tomate,14,9.8
2024-12-15,Gurke,39,31.2
2024-12-19,Apfel,11,5.5
2024-12-24,Karotte,2,0.8
2024-12-20,Karotte,46,18.4
2024-12-28,Banane,34,10.2
2024-12-23,Zitrone,29,17.4
2025-01-06,Paprika,23,23.0
2024-12-30,Orange,3,1.95
2025-01-03,Paprika,23,23.0
2025-01-05,Zitrone,48,28.8
2024-12-17,Apfel,39,19.5
2024-12-31,Karotte,37,14.8
2024-12-28,Gurke,25,20.0
2024-12-15,Zitrone,32,19.2
2024-12-15,Gurke,18,14.4
2024-12-28,Gurke,40,32.0
2024-12-14,Apfel,3,1.5
2025-01-12,Gurke,9,7.2
2025-01-08,Orange,36,23.4
2024-12-24,Apfel,43,21.5
2025-01-03,Banane,37,11.1
2024-12-14,Orange,18,11.7
2024-12-28,Paprika,48,48.0
2025-01-02,Orange,24,15.6
2024-12-16,Karotte,6,2.4
2024-12-26,Apfel,38,19.0
2024-12-24,Paprika,37,37.0
2024-12-21,Gurke,26,20.8
2025-01-06,Karotte,19,7.6
2024-12-15,Paprika,32,32.0
2024-12-16,Tomate,1,0.7
2024-12-30,Karotte,46,18.4
2025-01-03,Banane,50,15.0
2024-12-28,Apfel,23,11.5
2025-01-08,Zitrone,41,24.6
2024-12-31,Apfel,8,4.0
2025-01-05,Tomate,44,30.8
2025-01-04,Paprika,35,35.0
2025-01-04,Paprika,21,21.0
2024-12-15,Zitrone,17,10.2
2024-12-30,Tomate,31,21.7
2024-12-14,Apfel,31,15.5
2024-12-25,Tomate,9,6.3
2024-12-15,Zitrone,37,22.2
2025-01-04,Tomate,39,27.3
2024-12-26,Apfel,22,11.0
2024-12-16,Tomate,19,13.3
2024-12-25,Orange,32,20.8
2024-12-31,Gurke,15,12.0
2024-12-20,Tomate,26,18.2
2024-12-15,Gurke,49,39.2
2025-01-09,Paprika,10,10.0
2024-12-17,Zitrone,34,20.4
2024-12-31,Banane,12,3.6
2024-12-21,Tomate,43,30.1
2024-12-15,Apfel,37,18.5
2025-01-02,Orange,45,29.25
2024-12-28,Banane,15,4.5
2025-01-11,Apfel,50,25.0
2024-12-26,Gurke,6,4.8
2025-01-08,Tomate,17,11.9
2024-12-30,Banane,15,4.5
2024-12-14,Gurke,12,9.6
2025-01-12,Paprika,47,47.0
2025-01-08,Zitrone,14,8.4
2024-12-26,Paprika,7,7.0
2025-01-11,Banane,50,15.0
2025-01-03,Karotte,5,2.0
2025-01-01,Zitrone,41,24.6
2025-01-06,Gurke,34,27.2
2025-01-01,Gurke,12,9.6
2024-12-24,Zitrone,9,5.4
2024-12-28,Banane,29,8.7
2024-12-28,Banane,30,9.0
2024-12-28,Karotte,15,6.0
2024-12-17,Apfel,26,13.0
2025-01-12,Orange,7,4.55
2024-12-26,Tomate,7,4.9
2025-01-06,Tomate,48,33.6
2024-12-16,Paprika,28,28.0
2025-01-08,Apfel,48,24.0
2025-01-10,Paprika,21,21.0
2025-01-12,Banane,8,2.4
2025-01-07,Zitrone,23,13.8
2024-12-19,Tomate,20,14.0
2024-12-23,Gurke,5,4.0
2024-12-17,Apfel,15,7.5
2024-12-16,Orange,40,26.0
2024-12-22,Banane,42,12.6
2024-12-19,Paprika,34,34.0
2024-12-15,Zitrone,39,23.4
2025-01-07,Tomate,32,22.4
2024-12-23,Zitrone,16,9.6
2025-01-04,Orange,46,29.9
2025-01-02,Karotte,45,18.0
2024-12-28,Orange,38,24.7
2025-01-01,Apfel,29,14.5
2025-01-09,Gurke,30,24.0
2024-12-24,Banane,12,3.6
2025-01-06,Gurke,40,32.0
2024-12-20,Orange,23,14.95
2025-01-11,Apfel,40,20.0
2024-12-17,Apfel,46,23.0
2025-01-01,Apfel,34,17.0
2024-12-24,Zitrone,16,9.6
2024-12-31,Karotte,29,11.6
2024-12-27,Karotte,36,14.4
2025-01-01,Zitrone,7,4.2
2025-01-07,Paprika,18,18.0
2024-12-29,Paprika,22,22.0
2025-01-08,Gurke,33,26.4
2024-12-31,Tomate,13,9.1
2025-01-01,Tomate,43,30.1
2025-01-07,Apfel,23,11.5
2025-01-07,Banane,34,10.2
2024-12-15,Gurke,27,21.6
2025-01-03,Zitrone,17,10.2
2024-12-31,Orange,49,31.85
2024-12-15,Apfel,11,5.5
2024-12-16,Paprika,15,15.0
2024-12-27,Paprika,32,32.0
2024-12-15,Zitrone,39,23.4
2024-12-28,Gurke,24,19.2
2024-12-21,Paprika,39,39.0
2025-01-05,Orange,32,20.8
2024-12-16,Apfel,16,8.0
2025-01-11,Orange,10,6.5
2024-12-15,Paprika,6,6.0
2024-12-31,Karotte,37,14.8
2024-12-30,Zitrone,29,17.4
2024-12-18,Tomate,4,2.8
2024-12-16,Banane,20,6.0
2024-12-28,Zitrone,1,0.6
2024-12-25,Zitrone,10,6.0
2024-12-16,Apfel,42,21.0
2024-12-28,Paprika,42,42.0
2024-12-26,Karotte,22,8.8
2024-12-30,Apfel,22,11.0
2024-12-20,Zitrone,2,1.2
2024-12-25,Paprika,47,47.0
2025-01-02,Zitrone,24,14.4
2024-12-27,Tomate,46,32.2
2024-12-27,Gurke,20,16.0
2024-12-17,Banane,18,5.4
2025-01-02,Paprika,50,50.0
2025-01-04,Banane,45,13.5
2024-12-28,Gurke,11,8.8
2025-01-05,Apfel,50,25.0
2024-12-27,Paprika,43,43.0
2025-01-02,Gurke,47,37.6
2024-12-31,Banane,42,12.6
2024-12-16,Karotte,23,9.2
2025-01-09,Orange,1,0.65
2025-01-12,Banane,23,6.9
2024-12-31,Apfel,41,20.5
2024-12-21,Paprika,5,5.0
2025-01-11,Zitrone,26,15.6
2025-01-02,Apfel,19,9.5
2024-12-24,Zitrone,30,18.0
2025-01-12,Apfel,21,10.5
2025-01-11,Zitrone,20,12.0
2024-12-22,Banane,26,7.8
2024-12-26,Gurke,35,28.0
2024-12-19,Zitrone,26,15.6
2024-12-17,Tomate,1,0.7
2025-01-04,Banane,39,11.7
2024-12-26,Banane,36,10.8
2025-01-04,Karotte,48,19.2
2024-12-27,Gurke,23,18.4
2024-12-14,Orange,5,3.25
2024-12-16,Tomate,23,16.1
2024-12-16,Karotte,45,18.0
